Municipio,Classe_eta_capofamiglia,Genere_capofamiglia,Numero_componenti,Tipologia_familiare,Cittadinanza,Frq
5,80 anni e più,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Italia,3
5,80 anni e più,Femmine,2,Monogenitore con figli tutti maggiorenni,Italia,777
5,80 anni e più,Femmine,3,Monogenitore con figli tutti maggiorenni,Italia,124
5,80 anni e più,Femmine,4 e più,Monogenitore con figli tutti maggiorenni,Italia,44
5,80 anni e più,Femmine,2,Altre tipologie,Italia,113
5,80 anni e più,Femmine,3,Altre tipologie,Italia,4
5,80 anni e più,Femmine,4 e più,Altre tipologie,Italia,1
5,80 anni e più,Femmine,2,Altre tipologie,Egitto,1
5,80 anni e più,Femmine,2,Altre tipologie,Altri paesi,3
6,Da 18 a 34 anni,Maschi,1,Single,Italia,1995
6,Da 18 a 34 anni,Maschi,1,Single,Sri Lanka,35
6,Da 18 a 34 anni,Maschi,1,Single,Cina,48
6,Da 18 a 34 anni,Maschi,1,Single,Filippine,22
6,Da 18 a 34 anni,Maschi,1,Single,Egitto,313
6,Da 18 a 34 anni,Maschi,1,Single,Ecuador,14
6,Da 18 a 34 anni,Maschi,1,Single,Perù,20
6,Da 18 a 34 anni,Maschi,1,Single,Altri paesi,349
6,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Italia,201
6,Da 18 a 34 anni,Maschi,3,Coppia sposata senza figli,Italia,2
6,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Sri Lanka,6
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata senza figli,Sri Lanka,1
6,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Egitto,4
6,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Perù,2
6,Da 18 a 34 anni,Maschi,2,Coppia sposata senza figli,Altri paesi,27
6,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Italia,331
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente senza figli,Italia,2
6,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Sri Lanka,5
6,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Cina,10
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente senza figli,Cina,1
6,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Filippine,2
6,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Egitto,3
6,Da 18 a 34 anni,Maschi,3,Coppia convivente senza figli,Egitto,1
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente senza figli,Egitto,2
6,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Perù,2
6,Da 18 a 34 anni,Maschi,3,Coppia convivente senza figli,Perù,1
6,Da 18 a 34 anni,Maschi,2,Coppia convivente senza figli,Altri paesi,22
6,Da 18 a 34 anni,Maschi,3,Coppia convivente senza figli,Altri paesi,1
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente senza figli,Altri paesi,1
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Italia,127
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Italia,66
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Sri Lanka,7
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Sri Lanka,2
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Cina,1
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Cina,4
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Filippine,8
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Filippine,7
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Egitto,8
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Egitto,26
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Ecuador,1
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Perù,1
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Perù,2
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Altri paesi,26
6,Da 18 a 34 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Altri paesi,20
6,Da 18 a 34 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Egitto,1
6,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Italia,76
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Italia,32
6,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Sri Lanka,4
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Sri Lanka,3
6,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Cina,1
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Cina,5
6,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Filippine,6
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Filippine,4
6,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Egitto,20
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Egitto,28
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Ecuador,4
6,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Perù,1
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Perù,4
6,Da 18 a 34 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Altri paesi,18
6,Da 18 a 34 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Altri paesi,20
6,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Italia,10
6,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Italia,3
6,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Italia,2
6,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Sri Lanka,2
6,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Cina,2
6,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Cina,1
6,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Filippine,3
6,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Egitto,3
6,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Egitto,6
6,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Perù,1
6,Da 18 a 34 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Altri paesi,10
6,Da 18 a 34 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Altri paesi,3
6,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Altri paesi,1
6,Da 18 a 34 anni,Maschi,2,Monogenitore con figli tutti maggiorenni,Italia,9
6,Da 18 a 34 anni,Maschi,4 e più,Monogenitore con figli tutti maggiorenni,Italia,1
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Italia,200
6,Da 18 a 34 anni,Maschi,3,Altre tipologie,Italia,37
6,Da 18 a 34 anni,Maschi,4 e più,Altre tipologie,Italia,10
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Sri Lanka,3
6,Da 18 a 34 anni,Maschi,3,Altre tipologie,Sri Lanka,1
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Cina,3
6,Da 18 a 34 anni,Maschi,3,Altre tipologie,Cina,6
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Filippine,2
6,Da 18 a 34 anni,Maschi,3,Altre tipologie,Filippine,1
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Egitto,6
6,Da 18 a 34 anni,Maschi,3,Altre tipologie,Egitto,4
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Ecuador,6
6,Da 18 a 34 anni,Maschi,3,Altre tipologie,Ecuador,1
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Perù,3
6,Da 18 a 34 anni,Maschi,2,Altre tipologie,Altri paesi,10
6,Da 18 a 34 anni,Maschi,3,Altre tipologie,Altri paesi,4
6,Da 18 a 34 anni,Femmine,1,Single,Italia,2120
6,Da 18 a 34 anni,Femmine,1,Single,Sri Lanka,13
6,Da 18 a 34 anni,Femmine,1,Single,Cina,69
6,Da 18 a 34 anni,Femmine,1,Single,Filippine,22
6,Da 18 a 34 anni,Femmine,1,Single,Egitto,7
6,Da 18 a 34 anni,Femmine,1,Single,Ecuador,10
6,Da 18 a 34 anni,Femmine,1,Single,Perù,19
6,Da 18 a 34 anni,Femmine,1,Single,Altri paesi,389
6,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Italia,107
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata senza figli,Italia,1
6,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Sri Lanka,1
6,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Cina,1
6,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Filippine,1
6,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Ecuador,1
6,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Perù,1
6,Da 18 a 34 anni,Femmine,2,Coppia sposata senza figli,Altri paesi,11
6,Da 18 a 34 anni,Femmine,3,Coppia sposata senza figli,Altri paesi,1
6,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Italia,171
6,Da 18 a 34 anni,Femmine,3,Coppia convivente senza figli,Italia,4
6,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Sri Lanka,1
6,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Cina,6
6,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Filippine,3
6,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Perù,3
6,Da 18 a 34 anni,Femmine,2,Coppia convivente senza figli,Altri paesi,13
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente senza figli,Altri paesi,2
6,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Italia,112
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Italia,53
6,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Sri Lanka,4
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Sri Lanka,1
6,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Cina,2
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Cina,4
6,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Filippine,6
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Filippine,5
6,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Egitto,1
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Egitto,6
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Ecuador,3
6,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Perù,1
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Perù,4
6,Da 18 a 34 anni,Femmine,3,Coppia sposata con almeno un figlio minorenne,Altri paesi,17
6,Da 18 a 34 anni,Femmine,4 e più,Coppia sposata con almeno un figlio minorenne,Altri paesi,14
6,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Italia,79
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Italia,34
6,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Sri Lanka,5
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Sri Lanka,2
6,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Cina,2
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Cina,9
6,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Filippine,2
6,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Egitto,2
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Egitto,8
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Ecuador,2
6,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Perù,2
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Perù,1
6,Da 18 a 34 anni,Femmine,3,Coppia convivente con almeno un figlio minorenne,Altri paesi,20
6,Da 18 a 34 anni,Femmine,4 e più,Coppia convivente con almeno un figlio minorenne,Altri paesi,14
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Italia,212
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Italia,47
6,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Italia,24
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Sri Lanka,6
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Sri Lanka,1
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Cina,5
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Cina,3
6,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Cina,2
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Filippine,8
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Filippine,3
6,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Filippine,1
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Egitto,5
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Egitto,7
6,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Egitto,5
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Ecuador,8
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Ecuador,6
6,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Ecuador,1
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Perù,6
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Perù,4
6,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Perù,1
6,Da 18 a 34 anni,Femmine,2,Monogenitore con almeno un figlio minorenne,Altri paesi,81
6,Da 18 a 34 anni,Femmine,3,Monogenitore con almeno un figlio minorenne,Altri paesi,17
6,Da 18 a 34 anni,Femmine,4 e più,Monogenitore con almeno un figlio minorenne,Altri paesi,7
6,Da 18 a 34 anni,Femmine,2,Altre tipologie,Italia,163
6,Da 18 a 34 anni,Femmine,3,Altre tipologie,Italia,9
6,Da 18 a 34 anni,Femmine,4 e più,Altre tipologie,Italia,2
6,Da 18 a 34 anni,Femmine,4 e più,Altre tipologie,Sri Lanka,1
6,Da 18 a 34 anni,Femmine,2,Altre tipologie,Cina,1
6,Da 18 a 34 anni,Femmine,3,Altre tipologie,Cina,2
6,Da 18 a 34 anni,Femmine,2,Altre tipologie,Filippine,1
6,Da 18 a 34 anni,Femmine,3,Altre tipologie,Filippine,1
6,Da 18 a 34 anni,Femmine,2,Altre tipologie,Perù,1
6,Da 18 a 34 anni,Femmine,2,Altre tipologie,Altri paesi,11
6,Da 18 a 34 anni,Femmine,4 e più,Altre tipologie,Altri paesi,1
6,Da 35 a 64 anni,Maschi,1,Single,Italia,6369
6,Da 35 a 64 anni,Maschi,1,Single,Sri Lanka,167
6,Da 35 a 64 anni,Maschi,1,Single,Cina,89
6,Da 35 a 64 anni,Maschi,1,Single,Filippine,126
6,Da 35 a 64 anni,Maschi,1,Single,Egitto,631
6,Da 35 a 64 anni,Maschi,1,Single,Ecuador,67
6,Da 35 a 64 anni,Maschi,1,Single,Perù,102
6,Da 35 a 64 anni,Maschi,1,Single,Altri paesi,832
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Italia,2075
6,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Italia,65
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata senza figli,Italia,7
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Sri Lanka,18
6,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Sri Lanka,3
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Cina,12
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata senza figli,Cina,1
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Filippine,40
6,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Filippine,1
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata senza figli,Filippine,1
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Egitto,12
6,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Egitto,1
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Ecuador,13
6,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Ecuador,2
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Perù,4
6,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Perù,1
6,Da 35 a 64 anni,Maschi,2,Coppia sposata senza figli,Altri paesi,83
6,Da 35 a 64 anni,Maschi,3,Coppia sposata senza figli,Altri paesi,5
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata senza figli,Altri paesi,2
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Italia,487
6,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Italia,24
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Italia,4
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Sri Lanka,20
6,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Sri Lanka,7
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Sri Lanka,2
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Cina,16
6,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Cina,2
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Filippine,19
6,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Filippine,6
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Filippine,1
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Egitto,14
6,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Egitto,2
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Egitto,2
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Ecuador,13
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Perù,11
6,Da 35 a 64 anni,Maschi,3,Coppia convivente senza figli,Perù,1
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente senza figli,Perù,1
6,Da 35 a 64 anni,Maschi,2,Coppia convivente senza figli,Altri paesi,57
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Italia,1518
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Italia,2710
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Sri Lanka,39
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Sri Lanka,99
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Cina,23
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Cina,37
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Filippine,36
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Filippine,82
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Egitto,18
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Egitto,366
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Ecuador,9
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Ecuador,11
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Perù,2
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Perù,17
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con almeno un figlio minorenne,Altri paesi,106
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con almeno un figlio minorenne,Altri paesi,243
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Italia,1395
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Italia,1092
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Sri Lanka,21
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Sri Lanka,16
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Cina,2
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Cina,7
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Filippine,41
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Filippine,34
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Egitto,6
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Egitto,25
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Ecuador,5
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Ecuador,3
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Perù,5
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Perù,3
6,Da 35 a 64 anni,Maschi,3,Coppia sposata con figli tutti maggiorenni,Altri paesi,48
6,Da 35 a 64 anni,Maschi,4 e più,Coppia sposata con figli tutti maggiorenni,Altri paesi,45
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Italia,554
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Italia,428
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Sri Lanka,29
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Sri Lanka,33
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Cina,5
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Cina,27
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Filippine,21
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Filippine,20
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Egitto,24
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Egitto,120
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Ecuador,9
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Ecuador,9
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Perù,15
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Perù,18
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con almeno un figlio minorenne,Altri paesi,52
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con almeno un figlio minorenne,Altri paesi,79
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Italia,49
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Italia,35
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Sri Lanka,2
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Sri Lanka,3
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Cina,2
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Cina,3
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Filippine,9
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Filippine,7
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Egitto,2
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Egitto,1
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Ecuador,4
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Ecuador,2
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Perù,7
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Perù,1
6,Da 35 a 64 anni,Maschi,3,Coppia convivente con figli tutti maggiorenni,Altri paesi,5
6,Da 35 a 64 anni,Maschi,4 e più,Coppia convivente con figli tutti maggiorenni,Altri paesi,8
6,Da 35 a 64 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Italia,187
6,Da 35 a 64 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Italia,136
6,Da 35 a 64 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Italia,45
6,Da 35 a 64 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Sri Lanka,7
6,Da 35 a 64 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Sri Lanka,4
6,Da 35 a 64 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Sri Lanka,1
6,Da 35 a 64 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Cina,5
6,Da 35 a 64 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Cina,2
6,Da 35 a 64 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Cina,3
6,Da 35 a 64 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Filippine,5
6,Da 35 a 64 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Filippine,2
6,Da 35 a 64 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Filippine,2
6,Da 35 a 64 anni,Maschi,2,Monogenitore con almeno un figlio minorenne,Egitto,7
6,Da 35 a 64 anni,Maschi,3,Monogenitore con almeno un figlio minorenne,Egitto,17
6,Da 35 a 64 anni,Maschi,4 e più,Monogenitore con almeno un figlio minorenne,Egitto,12
